sentiment,airline,negative_reason,text
0,americanair,Lost Luggage,useless baggage service called bags midnight
0,americanair,Can't Tell,small improvements retains program crappy food change advantage lose
0,americanair,Cancelled Flight,2258 cancelled flightled flight courtesy notifying alternatives poor
0,americanair,longlines,loaded luggage plane hour delayed
0,united,Flight Booking Problems,spent flight mileage program sucks
0,americanair,longlines,bring agents cstmr srvc gates agents
0,americanair,Bad Flight,food served aa2402 vile gross entire cabin meal survey flight crew gross
0,americanair,Lost Luggage,bags loaded plane
0,americanair,Customer Service Issue,update worst communication flight delay mechanical word
0,americanair,Flight Booking Problems,best hope guess miles alaska sucks
0,americanair,Cancelled Flight,sisters flight 2470 cancld agent called hold discnct help
0,americanair,Late Flight,wife infant daughter aa3195 abidfw route delayed hold aa1458 connect
0,americanair,Cancelled Flight,anxious care customers youâ inconvenienced flightledflight
0,americanair,Customer Service Issue,problem calling airlines send automatic call email rebook courtesy
0,americanair,Cancelled Flight,handle customers cancelled flightled flight number leads quick goodbye
0,americanair,Flight Booking Problems,upset select seats tuesday flight online phone terrible customer service help
0,americanair,Customer Service Issue,automated voice told wait hours call
0,americanair,Customer Service Issue,changed aadvantage travel plans called 8004337300 help busy hangs
0,americanair,Can't Tell,tomorrow work situation
0,americanair,Can't Tell,cheat horribly wrong promise stray talking
0,americanair,Customer Service Issue,understaffing labor slowdown weather incompetence disregard customer
0,usairways,Flight Booking Problems,help reservation purchased operated
0,americanair,Cancelled Flight,flight tomorrow cancelled flightled advise
0,americanair,Customer Service Issue,calls change flight
0,americanair,Cancelled Flight,flight reserved tomorrow cancelled flightled cancelled flight reservation full refund
4,americanair,,shawn spectacular service lhrdfw susan warm engaging onboard
0,americanair,Bad Flight,choose seat online booked
0,americanair,Bad Flight,wasn delay told engine needed troubleshot person paranoid
0,americanair,Bad Flight,overweight flight sold tickets seats call
0,americanair,Late Flight,flight boston delayed waiting catering boarding flight waiting hour
0,americanair,Customer Service Issue,reservation retrieved time email flight cancelled flightled
0,americanair,Cancelled Flight,help cancelled flightled flight book flight hold minutes counting
4,americanair,,ended flight fourth time standby
0,americanair,Lost Luggage,waiting hold hour
0,americanair,Late Flight,carry guys insisted checked gate missing till late flight tomorrow morning
4,americanair,,letting appreciate responses
0,americanair,longlines,spoke late flightr waiting bags load sympathy appreciated
4,americanair,,
0,americanair,Can't Tell,well travel
4,americanair,,worries talking seat assignment
0,americanair,Customer Service Issue,call hung time guys horrible
0,americanair,Customer Service Issue,james dedicated inbound phone lines telephones billions profits
0,americanair,longlines,sitting plane 5hrs gate computer issue point cancelled flight flight ridiculous
0,americanair,Customer Service Issue,valid response 2015 multinational corp profits measured billions understaffing
0,americanair,Customer Service Issue,international airline experienced record profits quarter staff call center
4,americanair,,great seats aircraft
0,americanair,Customer Service Issue,rudeness poor customers service requirement waiting 28hrs haven planeðÿ
0,americanair,Late Flight,aa919 flight attendant freaks leaves aircraft passengers react delay cattle treatment surreal
0,americanair,Flight Attendant Complaints,worker checked plane cell phone flashlight
0,americanair,Bad Flight,wine served usairways flights watered bottles
0,americanair,Cancelled Flight,passengers reservation numbers
0,americanair,Can't Tell,profit maximization priority registers dinosaurs
0,americanair,Customer Service Issue,yeah tweet platitudes twitter cares
0,americanair,Late Flight,supposed depart boarded
0,americanair,Customer Service Issue,worst customer service airlines encountered flat awful
0,americanair,Customer Service Issue,tweet canned impersonal responses impatient customer
4,americanair,,
0,americanair,Late Flight,nice employee making skillful excuses late flightness catering snafu
0,americanair,Can't Tell,taxi airport state departing gate deiced uncool untrue
0,americanair,Cancelled Flight,cncld flights late flightr landed mins counting tarmac waiting gate better
0,americanair,Lost Luggage,delivered delayed wrong place hold yesterday today
0,americanair,Late Flight,yeah harder catering truck sight leave food
0,americanair,Customer Service Issue,awful customer service
4,americanair,,good brothaaaaaa
0,americanair,Late Flight,pulling gate departure time leaving tarmac claiming power issues magically repaired
0,americanair,Customer Service Issue,translation reinvest mammoth profits customer service experience care
0,americanair,Customer Service Issue,answer phone hold hours cancelled flighted flights suck
0,americanair,Can't Tell,quit nonsense lies colossal infringement longer
0,americanair,Late Flight,going finally
0,americanair,Customer Service Issue,couldn care customer service bots
0,americanair,Customer Service Issue,person phone asap
0,americanair,Customer Service Issue,cancelled flighted flight tomorrow morning number
0,americanair,Late Flight,tomorrow
0,americanair,Late Flight,unfriendly unhelpful agents unannounced gate changes delayed flight word mouth
0,americanair,Late Flight,flight 3056 sitting waiting baggage loaded
0,americanair,Flight Booking Problems,times select seats cost extra seat
0,americanair,Late Flight,miracle help flight 1228
0,americanair,longlines,stay overnight airport morning
0,americanair,Late Flight,finally customer service reps idea caused system failure
0,americanair,Customer Service Issue,rebook flight cancelled flightlation nightmare hung help rebook
0,americanair,Customer Service Issue,help agents phone twitter american airlines help
0,americanair,Can't Tell,close
4,americanair,,1265 coming catching 2396 great tonight
4,americanair,,appreciate apology sincerely wanted
0,americanair,Late Flight,good overselling flight delayed minutes deplane overflow passengers bags
0,americanair,Customer Service Issue,waiting minutes
0,americanair,Customer Service Issue,customer service
0,americanair,Cancelled Flight,understand flight cancelled flightation change flight acceptable
0,americanair,Customer Service Issue,hotel ride classes work talk
0,americanair,Customer Service Issue,1800 hanging second flight
0,americanair,Lost Luggage,yeah helping shipped correct city time helped
0,americanair,Customer Service Issue,times helpful missing work school manager told didn talk
0,americanair,Cancelled Flight,flight cancelled flightled mess ensued awesome marcos concierge sorting
0,americanair,Customer Service Issue,haven rebooked called left number callback haven heard flight tomorrow
0,americanair,Late Flight,push crews delay counting
0,americanair,Late Flight,long flight airways
0,americanair,Cancelled Flight,hopefully guys cover lovely rental living charges love extra days
0,americanair,Cancelled Flight,yesterday cancelled flighted flight aa104 customer support awful
